job_title,company_name,location,salary,job_url,source_site,search_keyword,organization_type,gtelp_relevance,collection_date,collection_time
"신입 지원 가능스크랩각 부문 신입/경력사원 모집한국유나이티드제약㈜서울 외 8제약·보건·바이오, 제품영업, 해외영업, 법인영업홈페이지 지원신입·경력10/16(목) 등록•10/26(일) 마감",서울 외 8제약,서울,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47863682?Oem_Code=C1&logpath=1&stext=%ED%95%B4%EC%99%B8%EC%98%81%EC%97%85&listno=8&sc=630,잡코리아,해외영업,Trading,Low,2025-10-21,15:26:47
"스크랩글로벌 사업부 해외영업팀 화장품 코스메틱 해외영업 담당자㈜이에스인터네셔널서울 강남구생활화학·화장품, 제품영업, 해외영업, 영업지원즉시 지원경력5년↑09/10(수) 등록•상시채용",사업부,서울,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47677164?Oem_Code=C1&logpath=1&stext=%ED%95%B4%EC%99%B8%EC%98%81%EC%97%85&listno=9&sc=630,잡코리아,해외영업,Trading,Low,2025-10-21,15:26:47
"스크랩코스메틱 화장품 해외 1명 고객관리 해외영업관리 해외영업지원㈜코윈바이오경기 성남시생활화학·화장품, 해외영업, 영업관리, 영업지원즉시 지원경력무관10/14(화) 등록•11/13(목) 마감",코윈바이오경기 성남시생활화학,경기,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47849004?Oem_Code=C1&logpath=1&stext=%ED%95%B4%EC%99%B8%EC%98%81%EC%97%85&listno=10&sc=630,잡코리아,해외영업,Trading,Low,2025-10-21,15:26:47
"탄탄한 중견기업스크랩해외영업팀 영업인력 채용엠케이전자㈜경기 용인시전기·전자·제어, 제품영업, 해외영업즉시 지원경력10년↑10/13(월) 등록•10/31(금) 마감",경기 용인시전기,경기,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47799126?Oem_Code=C1&logpath=1&stext=%ED%95%B4%EC%99%B8%EC%98%81%EC%97%85&listno=11&sc=630,잡코리아,해외영업,Trading,Low,2025-10-21,15:26:47
"신입 지원 가능스크랩[테스] 해외영업팀 채용㈜테스서울 강남구제약·보건·바이오, 제품영업, 서비스영업, 해외영업즉시 지원신입·경력10/13(월) 등록•11/12(수) 마감",테스서울 강남구제약,서울,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47838633?Oem_Code=C1&logpath=1&stext=%ED%95%B4%EC%99%B8%EC%98%81%EC%97%85&listno=12&sc=630,잡코리아,해외영업,Trading,Low,2025-10-21,15:26:47
"합격축하금 50만원스크랩해외영업팀 사원㈜제이티충남 천안시반도체·디스플레이·광학, 해외영업즉시 지원경력09/25(목) 등록•10/25(토) 마감",제이티충남 천안시반도체,충남,50만원,https://www.jobkorea.co.kr/Recruit/GI_Read/47765646?Oem_Code=C1&logpath=1&stext=%ED%95%B4%EC%99%B8%EC%98%81%EC%97%85&listno=13&sc=630,잡코리아,해외영업,Trading,Low,2025-10-21,15:26:47
"스크랩[경력] 해외영업팀 해외영업 담당 채용에이치엘엠씨서울 중구백화점·유통·도소매, 유통관리자, 무역사무원, 해외영업즉시 지원경력1년↑10/20(월) 등록•11/19(수) 마감",기관명 미상,서울,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47887131?Oem_Code=C1&logpath=1&stext=%ED%95%B4%EC%99%B8%EC%98%81%EC%97%85&listno=14&sc=630,잡코리아,해외영업,Trading,Medium-High,2025-10-21,15:26:47
"신입 지원 가능스크랩(주)현대에버다임 해외영업 신입/경력 모집㈜현대에버다임충북 진천군기계·기계설비, 해외영업즉시 지원신입·경력1년↑09/23(화) 등록•10/23(목) 마감",현대에버다임충북 진천군기계,충북,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47751988?Oem_Code=C1&logpath=1&stext=%ED%95%B4%EC%99%B8%EC%98%81%EC%97%85&listno=15&sc=630,잡코리아,해외영업,Trading,Low,2025-10-21,15:26:47
"탄탄한 중견기업스크랩(주)약진통상 해외영업 경력 채용㈜약진통상서울 송파구섬유·의류·패션, 무역사무원, 해외영업즉시 지원경력2년↑10/16(목) 등록•10/31(금) 마감",약진통상서울 송파구섬유,서울,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47863278?Oem_Code=C1&logpath=1&stext=%ED%95%B4%EC%99%B8%EC%98%81%EC%97%85&listno=16&sc=630,잡코리아,해외영업,Trading,Medium-High,2025-10-21,15:26:47
"신입 지원 가능스크랩(주)다비오 해외영업지원 담당자 채용㈜다비오서울 마포구솔루션·SI·CRM·ERP, 해외영업, 법인영업, IT·기술영업즉시 지원신입·경력10/02(목) 등록•11/01(토) 마감",다비오서울 마포구솔루션,서울,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47805804?Oem_Code=C1&logpath=1&stext=%ED%95%B4%EC%99%B8%EC%98%81%EC%97%85&listno=17&sc=630,잡코리아,해외영업,Trading,Low,2025-10-21,15:26:47
"신입 지원 가능스크랩해외영업 직무 신입/경력사원 모집㈜제뉴원사이언스서울 중구제약·보건·바이오, 제품영업, 해외영업, 법인영업홈페이지 지원신입·경력3년↑10/17(금) 등록•10/26(일) 마감",제뉴원사이언스서울 중구제약,서울,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47872494?Oem_Code=C1&logpath=1&stext=%ED%95%B4%EC%99%B8%EC%98%81%EC%97%85&listno=18&sc=630,잡코리아,해외영업,Trading,Low,2025-10-21,15:26:47
"스크랩해외영업 마케팅 직원 채용㈜펠리테크서울 송파구생활용품·소비재·기타, 해외영업월급 250만원~즉시 지원경력무관10/17(금) 등록•11/16(일) 마감",펠리테크서울 송파구생활용품,서울,월급 250만원,https://www.jobkorea.co.kr/Recruit/GI_Read/47877422?Oem_Code=C1&logpath=1&stext=%ED%95%B4%EC%99%B8%EC%98%81%EC%97%85&listno=19&sc=630,잡코리아,해외영업,Trading,Low,2025-10-21,15:26:47
"탄탄한 중견기업스크랩(주)풍인무역 해외영업 경력 채용 (베트남 주재원)㈜풍인무역아시아·중동 베트남섬유·의류·패션, 무역사무원, 해외영업, 영업관리즉시 지원경력3년↑10/14(화) 등록•11/13(목) 마감",풍인무역아시아,전국,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47851290?Oem_Code=C1&logpath=1&stext=%ED%95%B4%EC%99%B8%EC%98%81%EC%97%85&listno=20&sc=630,잡코리아,해외영업,Trading,Medium-High,2025-10-21,15:26:47
"스크랩International Sales Representative 반도체 해외영업스미스앤어소시에이트코리아서울 강남구백화점·유통·도소매, 서비스영업, 해외영업연봉 40,000~80,000만원즉시 지원경력2년↑09/23(화) 등록•10/23(목) 마감",기관명 미상,서울,"80,000만원",https://www.jobkorea.co.kr/Recruit/GI_Read/47753818?Oem_Code=C1&logpath=1&stext=International+business&listno=13&sc=630,잡코리아,International business,Trading,Medium-High,2025-10-21,15:26:49
"스크랩International Sales Manager 반도체 해외영업스미스앤어소시에이트코리아서울 강남구백화점·유통·도소매, 서비스영업, 해외영업연봉 40,000~80,000만원즉시 지원경력7년↑09/23(화) 등록•10/23(목) 마감",기관명 미상,서울,"80,000만원",https://www.jobkorea.co.kr/Recruit/GI_Read/47753842?Oem_Code=C1&logpath=1&stext=International+business&listno=19&sc=630,잡코리아,International business,Trading,Medium-High,2025-10-21,15:26:49
"신입 지원 가능스크랩[데이빗의 영어회화] 1:1 성인 영어 회화 선생님 모집 (합정역)데이빗의 영어회화서울 마포구학원·어학원·교육원, 학원강사, 외국어강사월급 350만원~즉시 지원신입·경력10/13(월) 등록•11/12(수) 마감",데이빗의 영어회화,서울,월급 350만원,https://www.jobkorea.co.kr/Recruit/GI_Read/47839648?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=1&sc=630,잡코리아,영어회화,Others,Medium,2025-10-21,15:26:54
"신입 지원 가능스크랩영어회화 강사모집평택어학원경기 평택시학원·어학원·교육원, 학원강사, 외국어강사시급 20,000원~즉시 지원신입10/10(금) 등록•12/09(화) 마감",기관명 미상,경기,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47824991?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=2&sc=630,잡코리아,영어회화,Others,Medium,2025-10-21,15:26:54
"스크랩영어회화강사리딩비영어독서학원경기 용인시학원·어학원·교육원, 외국어강사시급 15,000원~즉시 지원경력무관10/13(월) 등록•11/12(수) 마감",기관명 미상,경기,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47836053?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=3&sc=630,잡코리아,영어회화,Others,Medium,2025-10-21,15:26:54
"신입 지원 가능스크랩평택 영어회화 강사㈜세라스클래스경기 평택시학원·어학원·교육원, 학원강사시급 23,000원~즉시 지원신입·경력09/27(토) 등록•10/26(일) 마감",세라스클래스경기 평택시학원,경기,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47775960?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=4&sc=630,잡코리아,영어회화,Others,Medium,2025-10-21,15:26:54
"상여금/인센티브 지급스크랩[성인영어회화강사 ] 파트타임 강사채용더플레이스이(The Place E)서울 마포구학원·어학원·교육원, 학원강사즉시 지원경력1년↑•인센티브 제도10/18(토) 등록•11/30(일) 마감",성인영어회화강사,서울,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47878147?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=5&sc=630,잡코리아,영어회화,Others,Medium,2025-10-21,15:26:54
"스크랩[인천] 대학교 영어회화 강사 구인㈜버테코에듀인천 동구학원·어학원·교육원, 외국어강사즉시 지원경력3년↑09/24(수) 등록•10/24(금) 마감",버테코에듀인천 동구학원,인천,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47759762?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=6&sc=630,잡코리아,영어회화,University,Medium,2025-10-21,15:26:54
"스크랩동탄2 유일영어 성인 영어회화강사 채용유일영어경기 화성시학원·어학원·교육원, 학원강사즉시 지원경력무관09/06(토) 등록•11/04(화) 마감",기관명 미상,경기,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47649526?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=7&sc=630,잡코리아,영어회화,Others,Medium,2025-10-21,15:26:54
"신입 지원 가능스크랩[데이빗의 영어회화] 학원 운영 매니저(Executive Assistant) 모집데이빗의 영어회화서울 마포구학원·어학원·교육원, 학원상담·운영시급 12,000원~즉시 지원신입·경력10/17(금) 등록•11/15(토) 마감",데이빗의 영어회화,서울,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47869073?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=8&sc=630,잡코리아,영어회화,Others,Medium,2025-10-21,15:26:54
"신입 지원 가능스크랩영어회화 1:1 강사님 모집맨하탄 어학원부산 부산진구학원·어학원·교육원, 외국어강사즉시 지원신입·경력1년↑10/13(월) 등록•11/12(수) 마감",어학원부,부산,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47841274?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=9&sc=630,잡코리아,영어회화,Others,Medium,2025-10-21,15:26:54
"스크랩민병철어학원(부천점) 영어회화 강사 모집합니다㈜부천민병철어학원경기 부천시학원·어학원·교육원, 외국어강사즉시 지원경력1년↑09/26(금) 등록•10/26(일) 마감",부천민병철어학원경기 부천시학원,경기,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47769223?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=10&sc=630,잡코리아,영어회화,Others,Medium,2025-10-21,15:26:54
"스크랩성인 영어회화 주말(토요일) 강사 구인합니다.(JC)글로벌어학원인천 부평구학원·어학원·교육원, 외국어강사시급 17,000원~즉시 지원경력무관10/15(수) 등록•11/14(금) 마감",기관명 미상,인천,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47860006?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=11&sc=630,잡코리아,영어회화,Others,Medium,2025-10-21,15:26:54
"믿고보는 대기업스크랩[YBM인천센터] 기초영어회화 전문 강사 모집YBM인천어학원인천 부평구학원·어학원·교육원, 외국어강사즉시 지원경력무관09/23(화) 등록•10/23(목) 마감",인천센터,인천,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47747991?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=12&sc=630,잡코리아,영어회화,Others,Medium,2025-10-21,15:26:54
"스크랩송도맨하탄성인어학원  오픽 영어회화강사 모집송도맨하탄성인어학원인천 연수구학원·어학원·교육원, 외국어강사시급 23,000원~즉시 지원경력무관09/25(목) 등록•10/25(토) 마감",기관명 미상,인천,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47769015?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=13&sc=630,잡코리아,영어회화,Others,Medium,2025-10-21,15:26:54
"스크랩[군자역] 일대일 영어회화 강사 모집프랙톡 통역학원서울 광진구학원·어학원·교육원, 외국어강사즉시 지원경력무관10/13(월) 등록•11/12(수) 마감",군자역,서울,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47842099?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=14&sc=630,잡코리아,영어회화,Others,Medium,2025-10-21,15:26:54
"스크랩SOPHIA CLASS 평택 성인전문 영어회화 소피아클래스 비율제 강사 채용소피아 클래스경기 평택시학원·어학원·교육원, 학원강사, 외국어강사시급 30,000원~즉시 지원경력무관08/28(목) 등록•상시채용",기관명 미상,경기,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47587648?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=15&sc=630,잡코리아,영어회화,Others,Medium,2025-10-21,15:26:54
"스크랩민병철어학원(부천점) 일대일/출강 강사(토익/영어회화) 모집㈜부천민병철어학원경기 부천시학원·어학원·교육원, 학원강사즉시 지원경력1년↑10/15(수) 등록•11/14(금) 마감",부천민병철어학원경기 부천시학원,경기,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47855415?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=16&sc=630,잡코리아,영어회화,Others,Medium,2025-10-21,15:26:54
"탄탄한 중견기업스크랩영어회화강사(화상/전화) 재택(해외거주가능)동화세상에듀코서울 동대문구학습지·방문교육, 학습지·방문교사즉시 지원경력무관•주40시간10/16(목) 등록•11/15(토) 마감",기관명 미상,서울,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47863957?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=17&sc=630,잡코리아,영어회화,Others,Medium,2025-10-21,15:26:54
"유연근무제 시행중스크랩영어회화 강사모집오피아어학원(송도점)인천 연수구학원·어학원·교육원, 학원강사, 외국어강사즉시 지원경력무관•유연근무10/20(월) 등록•11/19(수) 마감",기관명 미상,인천,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47888281?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=18&sc=630,잡코리아,영어회화,Others,Medium,2025-10-21,15:26:54
"신입 지원 가능스크랩영어회화,영문법 강사모집평택어학원경기 평택시학원·어학원·교육원, 학원강사, 외국어강사시급 20,000원~즉시 지원신입10/10(금) 등록•11/09(일) 마감",기관명 미상,경기,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47825246?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=19&sc=630,잡코리아,영어회화,Others,Medium,2025-10-21,15:26:54
"스크랩온라인 영어회화학원 교육 팀장예리엘잉글리쉬서울 금천구학원·어학원·교육원, 온라인마케터, 학원상담·운영즉시 지원경력09/13(토) 등록•11/12(수) 마감",기관명 미상,서울,급여협의,https://www.jobkorea.co.kr/Recruit/GI_Read/47694225?Oem_Code=C1&logpath=1&stext=%EC%98%81%EC%96%B4%ED%9A%8C%ED%99%94&listno=20&sc=630,잡코리아,영어회화,Others,Medium,2025-10-21,15:26:54
[업계최고복지] 대한항공 국제선 예약발권 전문상담 채용 KAe4,(주)트랜스코스모스코리아,서울,급여협의,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51963673&location=ts&searchword=G-TELP&searchType=1&paid_fl=n&search_uuid=ce4dbbb1-92c1-493e-a4d2-0856468f5958,사람인,G-TELP,Others,Low,2025-10-21,15:27:06
[ 강서구 / 대한항공 국제선 예약/발권센터 상담사 모집],(주)에이치알스카우트,서울,급여협의,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51926383&location=ts&searchword=G-TELP&searchType=1&paid_fl=n&search_uuid=ce4dbbb1-92c1-493e-a4d2-0856468f5958,사람인,G-TELP,Others,Low,2025-10-21,15:27:06
[시원스쿨] 실용 영어 컨텐츠 기획자 채용,(주)에스제이더블유인터내셔널,서울,급여협의,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51862749&location=ts&searchword=%EC%A7%80%ED%85%94%ED%94%84&searchType=1&paid_fl=n&search_uuid=b3cc64a3-276d-4829-8d73-933b60eb3cab,사람인,지텔프,Others,Medium,2025-10-21,15:27:10
[시원스쿨]한국어·영어 능통 외국인 한국어 강사 채용,(주)에스제이더블유인터내셔널,서울,급여협의,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51862919&location=ts&searchword=%EC%A7%80%ED%85%94%ED%94%84&searchType=1&paid_fl=n&search_uuid=b3cc64a3-276d-4829-8d73-933b60eb3cab,사람인,지텔프,Others,Medium,2025-10-21,15:27:10
[주류/F&B/비즈니스영어/해당경력5년이상/BM] 브랜드 매니저,(주)메이븐앤컴퍼니,서울,급여협의,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52026906&location=ts&searchword=Business+English&searchType=1&paid_fl=n&search_uuid=34e5c2ed-0f96-4882-a531-8a63653cb5dd,사람인,Business English,Others,High,2025-10-21,15:27:14
역직구 이커머스 기획 및 운영 담당 채용/비즈니스 영어 가능자,(주)쇼럽,서울,급여협의,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51992884&location=ts&searchword=Business+English&searchType=1&paid_fl=n&search_uuid=34e5c2ed-0f96-4882-a531-8a63653cb5dd,사람인,Business English,Others,Medium,2025-10-21,15:27:14
[패숀팩토리] 글로벌사업팀 모집 비즈니스 영어능력 필수,패숀팩토리,서울,급여협의,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52095877&location=ts&searchword=Business+English&searchType=1&paid_fl=n&search_uuid=34e5c2ed-0f96-4882-a531-8a63653cb5dd,사람인,Business English,Others,Medium,2025-10-21,15:27:14
[섬유/영어/무역실무/섬유화학] 해외 영업 경력직,(주)메이븐앤컴퍼니,서울,급여협의,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52077033&location=ts&searchword=%EC%8B%A4%EB%AC%B4%EC%98%81%EC%96%B4&searchType=1&paid_fl=n&search_uuid=8901eab2-93c2-4390-90fb-a04acb65d846,사람인,실무영어,Trading,Medium-High,2025-10-21,15:27:17
[동국제약] 신입/경력 채용(헬스케어/글로벌/개발/디자인/교육/마케팅 등) ~ 10/29,동국제약(주),서울,급여협의,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52081069&location=ts&searchword=%EB%B9%84%EC%A6%88%EB%8B%88%EC%8A%A4%EC%98%81%EC%96%B4&searchType=1&paid_fl=n&search_uuid=ad98cbdf-1481-4bf7-80ea-6db651ae9511,사람인,비즈니스영어,IT_Tech,Low,2025-10-21,15:27:21
[(주)티에이치엔] 해외무역업무담당자 모집,(주)티에이치엔,대구,급여협의,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52012956&location=ts&searchword=%EB%AC%B4%EC%97%AD%EC%97%85%EB%AC%B4&searchType=1&paid_fl=n&search_uuid=bda5d4d8-f57d-4b49-a8fc-e2eebec4d66d,사람인,무역업무,Trading,Medium-High,2025-10-21,15:27:23
㈜학산 신발 제조업무역업무직 모집,(주)학산,부산,급여협의,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52054468&location=ts&searchword=%EB%AC%B4%EC%97%AD%EC%97%85%EB%AC%B4&searchType=1&paid_fl=n&search_uuid=bda5d4d8-f57d-4b49-a8fc-e2eebec4d66d,사람인,무역업무,Trading,Medium-High,2025-10-21,15:27:23
"기술직 및무역업무, 회계 신입/경력 모집",대원이노베이션(주),경기,급여협의,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51959044&location=ts&searchword=%EB%AC%B4%EC%97%AD%EC%97%85%EB%AC%B4&searchType=1&paid_fl=n&search_uuid=bda5d4d8-f57d-4b49-a8fc-e2eebec4d66d,사람인,무역업무,Trading,Medium-High,2025-10-21,15:27:23
무역업무정규직 채용,국제인터트레이드(주),경기,급여협의,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52045204&location=ts&searchword=%EB%AC%B4%EC%97%AD%EC%97%85%EB%AC%B4&searchType=1&paid_fl=n&search_uuid=bda5d4d8-f57d-4b49-a8fc-e2eebec4d66d,사람인,무역업무,Trading,Medium-High,2025-10-21,15:27:23
2025년 하반기무역업무담당자 신입&경력 채용공고,(주)건백,경북,"3,100 만원",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52044708&location=ts&searchword=%EB%AC%B4%EC%97%AD%EC%97%85%EB%AC%B4&searchType=1&paid_fl=n&search_uuid=bda5d4d8-f57d-4b49-a8fc-e2eebec4d66d,사람인,무역업무,Trading,Medium-High,2025-10-21,15:27:23
